Bachelor_Favoritism,TV_most_1_TEXT,TV_most_2_TEXT,TV_most_3_TEXT,TV_most_4_TEXT,TV_most_5_TEXT,Age,Sex,Race,Rel,Sex_or,Spir,TV,Tvsoap,Tvdrama,Tvsitcom,Cheated,Phys,Emo,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,Inftotr,condo,F1,F2,F3,F4,F5,F6,New,IC,TV_sex1,TV_sex2,TV_sex3,Single,White,Porn3,Cohab,No56
0,Pablo Escobar,Keeping up with the Kardashians,Grey's Anatomy,The Fosters,Narcos,22,2,3,1,1,60,15,15,0,0,2,,,5,1,7,2,4,1,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1.27,1,45,65,25,45,60,45,3,2.1,2,2,2,1,0,2,0,52.5
0,The Office,The Walking Dead,Parks and Recreation,Game of Thrones,Fear the Walking Dead,20,2,5,3,1,18,3,0,2,1,1,3,1,2,2,2,3,2,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2,2,1,1,2,1,1.47,0,37,52,36,49,50,30,2,1.65,2,3,1,0,1,2,0,40
0,Friends,Friends,Friends,Friends,Friends,22,2,3,2,1,51,0,0,0,3,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18,15,15,10,10,5,7,1,1,1,1,0,0,1,0,7.5
0,Suits,White Collar,NCIS,NFL Network,ESPN,21,1,5,1,1,14,0,2,0,0,1,2,,,7,1,2,2,5,5,5,5,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,61,60,50,50,50,50,5,2.68,,2,2,1,1,2,0,50
0,NCIS,Bones,How I Met Your Mother,Parks and Recreation,House,26,2,5,6,1,65,1,0,0,1,1,1,3,2,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,1,4,3,2,3,3,1,4,4,2,2.8,2,62,68,58,74,73,60,4,1.65,1,1,1,0,1,1,1,66.5
0,Castle,Rizzoli and Isles,How to Get Away with Murder,Once Upon a Time,The Big Bang Theory,20,2,5,1,1,75,7,0,6,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,1,1.33,2,45,55,15,60,65,19,4,1,1,1,1,1,1,1,0,42
0,The Walking Dead,None,None,None,None,20,1,2,2,1,31,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,5,2,2,1,1,1,1,1,1,1,1,5,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1.93,0,51,54,72,70,63,62,2,1.9,1,2,1,0,0,1.33,0,62.5
0,Once Upon a Time,Limitless,The Amazing Race,Jane the Virgin,The Flash,22,2,3,3,1,50,14,5,4,0,2,,,7,5,2,7,7,7,7,7,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,40,55,45,60,60,30,7,3.45,1,2,2,0,0,1.67,0,45
0,Empire,The Voice,Daredevil,The Ellen Show,Little Big Shots,22,2,2,1,1,75,15,5,5,5,1,3,4,7,4,7,7,6,7,7,7,7,6,6,4,4,3,1,1,5,1,2,4,3,3,1,3,3,1,1,1,1,2,2,1,4,4,1,2.07,1,60,80,50,50,50,50,2,4.8,2,2,1,1,0,1.67,0,50
0,Criminal Minds,Castle,Arrow,The Flash,Smallville,22,2,7,1,1,80,8,0,8,0,2,,,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,7,1,7,4,2,4,1,1,1,2,2,2,2,2,2,2.67,2,40,50,16,25,7,5,4,1.2,1,1,1,1,0,1,0,6
0,Modern Family,Fresh off the Boat,Lost,One Tree Hill,Suite Life on Deck,21,1,2,1,1,1,0,0,1,1,5,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1.4,1,90,90,10,10,5,5,2,1,,1,2,1,0,1.5,0,5
0,Family Guy,The Simpsons,Arrow,Gotham,Sons of Anarchy,23,1,2,1,1,50,5,0,2,0,2,,,5,6,6,6,3,3,4,4,4,4,3,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,1,1,7,6,6,2.67,0,70,60,50,50,65,65,3,3,1,2,1,1,0,1.33,0,65
0,Chinese idol,American Voice,Ted Talks,Celebrity interview,I'm singer,24,2,2,1,3,100,10,2,4,4,1,3,3,7,7,5,7,6,5,5,6,6,6,6,7,1,4,4,4,4,5,5,5,5,1,2,4,2,1,4,4,4,3,3,2,1,1,1,2.53,0,30,25,25,25,25,25,2,5.25,1,1,1,1,0,1,0,25
0,The Big Bang Theory,Vampire Diaries,Once Upon a Time,Game of Thrones,Modern Family,22,2,2,3,1,50,4,2,3,1,1,4,5,5,4,3,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,3,5,6,4,4,4,4,3.53,0,50,45,70,10,50,5,5,1.75,6,6,2,0,0,4.67,0,27.5
0,Empire,Keeping up with the Kardashians,A Different World,Unusual Suspects,20/20 ID,18,2,1,1,1,24,0,15,9,9,5,2,,,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,65,80,30,45,50,40,2,3.89,,1,1,1,0,1,0,45
0,N/A,N/A,N/A,N/A,N/A,19,2,2,3,1,10,0,0,5,0,2,,,2,2,2,2,2,2,2,2,4,2,3,5,7,5,7,7,7,5,7,7,2,4,2,5,6,4,2,4,2,3,5,4,3,4,2,3.47,1,40,55,45,55,45,55,3,4.1,1,4,2,0,0,2.33,0,50
0,National Geographic,Documentaries,Charmed,none,none,24,2,5,3,1,92,2,0,0,0,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.2,2,44,52,60,61,65,65,5,1,1,1,1,0,1,1,0,65
0,Daily Show,@midnight,The Tonight Show,Brooklyn 9-9,Law and Order SVU,34,2,5,1,1,5,20,0,3,10,1,5,2,3,1,3,1,4,2,1,1,3,2,3,2,2,1,1,1,2,1,1,2,2,3,1,3,4,1,1,3,1,1,2,1,2,4,2,2.07,0,74,77,70,63,60,56,5,1.85,4,4,1,1,1,3,0,58
0,Friends,Jane the Virgin,Vampire Diaries,House of Cards,Brothers & Sisters,21,2,5,1,1,80,20,0,10,10,2,,,5,2,1,6,5,4,4,4,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1.33,1,39,50,19,61,35,14,1,2.35,1,2,1,1,1,1.33,0,24.5
0,The Office,Adventure Time,Parks and Recreation,A Lie in April,Love,20,2,3,4,1,2,10,0,3,5,2,,,5,5,3,6,7,2,7,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,5,5,3,2.07,1,35,60,40,60,40,60,2,2.75,2,3,1,0,0,2,1,50
0,day day up,happy camp,Running Man,mars agency,Xiaosong show,20,1,2,4,1,10,1,1,8,8,4,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,4,3,4,4,7,7,7,7,7,7,4,4,4,4.93,0,40,85,24,40,28,27,5,7,,1,1,0,0,1,1,27.5
0,Running Man,Happy Camp,Day Day Up,The Ellen Show,Saturday Night Live,22,2,2,4,1,20,15,8,5,2,2,,,4,1,7,5,2,2,2,2,7,1,7,5,5,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2.2,0,60,80,20,40,50,20,3,3.45,1,2,1,0,0,1.33,1,35
0,The Office,Unbreakable,Friends,Real Housewives,Family Guy,21,2,5,2,1,68,13,0,1,5,1,3,2,2,1,3,1,4,3,1,3,1,2,4,2,2,3,1,1,3,1,2,3,2,2,1,3,3,1,1,1,1,2,2,1,3,3,2,1.87,1,40,60,40,65,60,56,5,2.15,2,2,1,0,1,1.67,0,58
0,CSI,Gossip Girl,Chinese drama,Chinese talk shows,Chinese debate show,21,2,2,3,1,84,6,0,2,2,1,4,5,7,5,5,6,4,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,71,87,4,30,35,4,3,6.55,1,1,1,0,0,1,0,19.5
0,Scorpion,Elementary,Criminal Minds,Green Arrow,Baby Daddy,22,2,2,1,1,34,15,9,6,0,1,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,3,3,1,4,4,1,2,1,55,70,43,64,74,42,5,1.05,1,2,1,1,0,1.33,0,58
0,Chopped,Man Seeking Woman,The Eric Andre Show,Black Ink Crew Chicago,Empire,21,1,6,1,1,70,8,0,2,6,2,,,1,1,2,1,1,1,1,4,3,3,1,3,4,4,4,4,5,5,3,4,2,4,2,4,4,2,1,1,1,3,3,3,4,6,3,2.87,1,55,77,30,62,63,32,4,2.75,2,3,1,1,0,2,0,47.5
0,Game of Thrones,Silicon Valley,Survivor,How to Get Away with Murder,Girls,21,2,2,1,1,10,10,0,8,2,2,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.13,0,30,40,10,15,10,10,1,1.05,1,1,1,1,0,1,0,10
0,Friends,How to Get Away with Murder,Shadowhunters,Bob's Burgers,Gossip Girl,22,2,2,1,1,25,5,0,1,4,2,,,7,5,6,7,7,5,5,6,7,6,5,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,3,2,2,2,1,1.73,1,25,50,5,10,1,1,2,3.75,4,4,2,1,0,3.33,0,1
0,Brooklyn 9-9,Bob's Burgers,The Legend of Korra,The Office,Avatar the Last Airbender,21,2,5,3,1,10,15,0,0,15,1,3,1,1,1,3,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,2,1,6,4,1,5,3,3,6,3,3.07,2,50,50,71,70,19,9,7,1.3,2,2,2,0,1,2,0,14
0,The Ellen Show,How to Get Away with Murder,NA,NA,NA,21,2,2,1,1,71,5,1,1,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,5,6,7,7,7,3,0,5,5,2,1,2,2,1,4,3,3,3,1,0,3,0,2
0,The Big Bang Theory,Stitchers,Criminal Minds,Beauty and Beast,House,24,2,2,3,1,63,15,0,2,0,1,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,3,3,1,1,1,1,3,3,3,2.53,2,70,12,1,1,85,28,3,1.2,1,1,1,0,0,1,0,56.5
0,Agents of SHIELD,Running Man,The Originals,Castle,House of Cards,21,2,2,1,1,40,15,0,14,1,2,,,6,6,6,6,6,6,7,6,6,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1.47,0,51,62,40,50,51,20,4,3.45,1,1,1,1,0,1,0,35.5
0,Scandal,The Amazing Race,Game of Thrones,Modern Family,The Flash,22,2,5,1,1,9,7,0,5,1,2,,,2,1,2,3,6,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,4,3,2,2,1,3,3,2,3,1,4,2.47,2,39,45,39,55,51,44,2,1.75,2,2,1,1,1,1.67,0,47.5
0,Animals,Girls,Empire,The Girlfriend Experience,Unbreakable Kimmy Schmidt,23,2,3,1,1,25,0,0,0,0,2,,,5,5,2,4,3,2,6,4,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,3,3,3,2,2,1,1.87,1,80,65,33,77,86,62,1,2.3,1,1,1,1,0,1,0,74
0,Grey's Anatomy,Friends,News,Sports,Entertainment,22,2,2,1,1,70,10,0,8,0,1,3,2,5,5,5,6,6,5,5,6,7,5,5,5,6,6,6,3,3,3,4,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1.6,1,49,75,50,50,49,49,2,4.95,1,1,1,1,0,1,0,49
0,The Walking Dead,Being Mary Jane,Scandal,How to Get Away with Murder,The View,20,2,1,1,1,41,20,0,15,2,1,5,5,6,4,6,7,6,6,7,7,6,5,6,5,6,4,4,2,6,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,5,6,4,2,1,39,44,19,34,53,56,3,5.25,2,2,2,1,0,2,0,54.5
0,Empire,American Horror Story,Being Mary Jane,Teen Mom,Wendy Williams Show,22,2,2,3,1,4,0,2,0,0,0,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,4,1,2,4,1,1.87,0,50,70,30,45,40,30,2,1,,6,6,0,0,6,0,35
0,The Office,Parks and Recreation,Game of Thrones,Orange Is the New Black,Spongebob Squarepants,20,2,5,1,3,21,0,0,0,0,2,,,5,4,1,1,4,2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,1,2,1,3,4,2,4,6,5,2.73,1,38,70,38,59,66,54,3,1.9,2,1,1,1,1,1.33,0,60
0,New Girl,Last Week Tonight with John Oliver,Supernatural,Inside Amy Schumer,How I Met Your Mother,21,2,5,1,1,25,5,0,1,3,2,,,2,1,6,4,3,4,2,2,6,2,7,2,3,2,1,3,1,2,1,3,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1.33,0,40,61,25,35,30,20,3,2.85,1,2,1,1,1,1.33,0,25
0,The Flash,Arrow,How I Met Your Mother,Dexter,Daredevil,21,1,2,3,1,75,2,0,0,0,2,,,3,1,1,4,5,1,1,1,6,1,4,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,35,40,40,40,40,2,4.55,3,3,1,0,0,2.33,0,40
0,Bob's Burgers,Bates Motel,Seinfeld,local news,Family Guy,26,2,2,1,1,50,28,0,0,22,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,85,39,80,81,60,4,1,1,2,1,1,0,1.33,0,70.5
5,The Bachelor,The Voice,-,-,-,22,2,5,1,1,16,1,0,1,0,2,,,1,1,3,3,5,3,1,2,5,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,2,1,1,2,1,1.4,0,30,48,24,26,50,30,2,1.95,1,1,1,1,1,1,0,40
0,Breaking Bad,Teen Mom,Family Guy,Real World,Cutthroat Kitchen,20,2,6,3,1,31,20,0,15,5,1,4,5,3,1,2,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,5,5,3,1.93,1,37,45,36,36,18,1,4,1.6,1,1,1,0,0,1,0,9.5
0,The Office,Malcolm in the Middle,Futurama,30 Rock,Frasier,21,2,6,1,1,35,7,0,0,7,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,4,4,4,2,2,1,5,5,5,2.8,2,45,45,30,30,25,25,3,1.55,6,6,1,1,0,4.33,0,25
0,Dexter,The Walking Dead,True Blood,How to Get Away with Murder,Orange Is the New Black,18,2,5,2,1,60,8,0,8,0,1,4,5,3,3,7,4,6,4,1,2,6,5,6,6,7,7,7,6,7,7,7,7,1,2,1,2,1,1,1,3,1,2,1,1,4,4,1,1.73,1,40,55,19,34,60,19,2,5.4,6,6,5,0,1,5.67,0,39.5
0,Sports,Survivor,Quantico,Amazing Race,Spongebob Squarepants,18,2,2,1,1,65,0,0,0,0,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,2,1,4,4,4,4,3,2,2.53,2,35,38,49,56,56,50,2,1,1,1,1,1,0,1,0,53
0,Fresh off the Boat,Black-ish,Young and Hungry,The Big Bang Theory,The Simpsons,22,2,2,1,1,40,2,0,1,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,4,4,2,1.93,0,30,35,35,30,40,50,4,1,1,1,1,1,0,1,0,45
0,How I Met Your Mother,Game of Thrones,Suits,Brooklyn 9-9,Arrow,21,2,2,3,1,72,7,0,1,7,2,,,5,1,4,3,1,1,1,1,6,1,6,1,2,1,1,1,3,1,2,2,1,1,1,3,3,2,1,2,1,5,3,3,4,4,2,2.4,1,30,36,15,10,7,15,3,2.2,2,2,1,0,0,1.67,0,11
0,Gossip Girl,Grey's Anatomy,Jane the Virgin,Fuller House,Quantico,19,2,2,1,1,10,7,7,5,2,2,,,5,1,2,1,1,1,6,1,3,1,2,1,1,5,1,5,5,1,2,4,1,1,1,3,3,1,1,1,1,1,1,1,3,4,2,1.67,2,41,60,21,35,29,28,2,2.45,2,3,1,1,0,2,0,28.5
0,Descendants of the Sun (Korean Drama),Japanese Anime,NCT Life (Korean show),GOT7ing (Korean show),K-drama,20,2,2,1,1,90,5,0,5,0,2,,,5,3,7,6,7,6,7,7,7,7,7,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,5,4,1,1.8,2,5,20,5,40,30,2,2,3.95,1,1,1,1,0,1,0,16
0,Firefly,Portlandia,Avatar The Last Airbender,n/a,n/a,19,2,2,3,3,2,0,0,0,0,1,5,2,3,5,6,3,4,1,1,7,3,7,4,3,7,7,5,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1.6,0,23,38,39,43,71,73,5,3.85,1,1,1,0,0,1,0,72
0,Chowder,Young and Hungry,Once Upon a Time,New Girl,Twilight Zone,19,2,4,3,1,75,5,0,4,1,2,,,2,2,2,3,1,1,3,2,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,4,2,1,1,1,1,7,7,6,2.87,0,40,70,55,75,85,35,1,1.8,1,1,1,0,0,1,0,60
0,Pretty Little Liars,Cake Boss,Cupcake Wars,Keeping up with the Kardashians,Orange Is the New Black,18,2,2,1,1,32,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,1.8,2,50,75,73,68,61,51,1,3,1,1,1,1,0,1,0,56
0,30 Rock,Law and Order SVU,Grace and Frankie,Parks and Recreation,Grey's Anatomy,20,2,5,1,1,11,5,0,4,1,2,,,7,4,4,6,4,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,3,4,1,1.6,1,45,50,37,46,40,36,3,2.45,4,4,4,1,1,4,0,38
0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19,1,5,1,1,60,0,0,0,0,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,4,4,3,4,4,3,5,4,4,3.07,2,40,35,20,30,25,20,5,1,6,6,1,1,1,4.33,0,22.5
0,Game of Thrones,Brooklyn 9-9,Bob's Burgers,Jane the Virgin,The Daily Show,19,2,3,1,3,39,1,0,1,1,2,,,1,1,3,1,1,1,1,1,3,3,5,5,5,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,1.4,1,10,10,1,6,4,3,1,2.05,1,2,1,1,0,1.33,0,3.5
0,N/A,N/A,N/A,N/A,N/A,19,1,2,1,1,0,0,0,0,0,5,2,,,1,1,4,1,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,2,3,1,5,5,3,3,5,2,4,4,1,5,5,2,3.33,0,30,30,60,60,60,50,2,1.79,,2,1,1,0,1.5,0,55
0,None,None,None,None,None,18,1,2,1,1,20,0,0,0,0,2,,,5,3,5,5,5,2,2,3,3,4,3,3,3,2,3,3,4,4,4,4,2,3,1,3,3,1,1,3,2,1,2,2,5,6,4,2.6,2,39,70,5,5,5,5,4,3.5,3,3,1,1,0,2.33,0,5
0,Supernatural,The Originals,Stitchers,Vampire Diaries,Reign,19,2,7,1,1,63,2,0,2,1,1,1,1,4,3,7,5,6,7,7,5,4,3,7,6,4,6,6,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.27,1,3,4,5,5,1,0,4,5.35,1,1,1,1,0,1,0,0.5
0,The Walking Dead,90210,Breaking Bad,Gossip Girl,Family Feud,19,2,3,1,1,50,3,0,0,0,2,,,3,2,6,5,4,4,3,3,5,3,5,7,7,7,4,5,7,7,7,7,1,1,1,2,1,1,1,1,1,3,3,2,4,4,2,1.87,1,31,60,10,80,20,15,4,5.05,1,1,1,1,0,1,0,17.5
0,Game of Thrones,Suits,One Piece,Daredevil,Black Sails,22,1,2,1,1,30,10,0,0,0,2,,,4,4,6,6,4,5,6,5,5,3,3,6,6,1,2,4,3,2,5,7,2,2,2,1,1,1,1,1,2,2,2,2,4,5,5,2.2,2,14,12,18,51,30,9,3,4.35,4,4,4,1,0,4,0,19.5
,Parks and Recreation,Bob's Burgers,How I Met Your Mother,"Diners	Drive-Ins			18	2	2	1	1	0	3	0	1	2	3	0	2			1	1	4	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	3.00	2	1	1	34	36	10	10	10	10.00	2.00	8	1			1.00000000000	8.01666666667	1	1.20		-7.02	22.50	2.00	2.47	2.98	3.00	3.00	4.00	4.00	4.00	4.00	.00		.48	1.41	.50	1.38	1.50	4.00	3.00	4.00	4.00	4.00	4.00	2.00	8.29	9.49	11.42	-1.92	1.00	4.86	.00	10.00	3.16	4.86
Scrubs	The Unbreakable Kimmy Schmidt	Bates Motel	Rectify	Hart of Dixie	20	2	2	1	1	2	0	1	1	1	4	2			4	4	4	4	4	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	4	1	1.60	2	50	50	10	10	10	10	6	.00	2.00		1	1	.00000000000	.00000000000	.00000000000	0	1.60	.00	.00	10.00	.00	.00	.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	.00	.48	1.41	.50	3.11	1.00	1.00	1.00	1.00	1.00	1.00	1.00	4.00	.00	.00	.00	.00	2.00	1.00	.00	10.00	2.45	1.00
N/A	N/A	N/A	N/A	N/A	19	2	2	1	1	30	0	0	0	0	2			3	3	4	4	3	4	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	4	5	2	1.87	2	40	40	20	20	20	20	4	.00	1.95	1	1	1	.00000000000	.00000000000	.00000000000	0	1.87	.00	.00	20.00	.00	.00	.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	.00	.47	1.40	.51	2.90	1.00	1.00	1.00	1.00	1.00	1.00	1.00	4.00	.00	.00	.00	.00	2.00	1.00	.00	20.00	2.00	1.00
Song of Joy	Running Man	We are in love	The voice of china	With you all the way	22	2	2	1	1	60	35	35	0	0	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1.13	1	100	100	82	90	80	80	4	1.45	7.00	1	1	1	1.42857142857	4.00000000000	3.50000000000	1	1.13	1.43	.50	83.00	1.43	4.00	3.50	1.00	2.00	1.00	1.00	2.00	2.00	1.00	.00	.90	2.65	.14	7.00	7.00	1.00	2.00	1.00	1.00	2.00	2.00	4.00	1.45	3.25	3.25	.00	1.00	1.00	.00	80.00	2.00	1.00
Quantico	Grey's Anatomy	Modern Family	Empire	I do not watch that much TV	18	2	5	1	1	2	3	1	2	1	2			4	2	6	6	4	4	4	2	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	3	1	1	1	1	2	2	1	3	3	1	1.53	0	40	40	9	14	12	13	1	9.42	5.80	1	1	1	9.57746058290	12.67500000000	11.54583333330	0	1.53	9.58	1.13	12.00	2.39	3.17	2.89	4.00	4.00	3.00	4.00	5.00	4.00	1.00	1.00	.83	2.41	.17	4.60	7.00	4.00	4.00	4.00	4.00	5.00	4.00	4.00	9.41	12.38	11.34	1.04	1.00	1.00	.00	12.50	1.00	1.00
